Season,Episode,Title,Scene,Person,Said
1,38,Terror in the Sky,Eat & Run,Worker 2,With huge fangs and claws —look what it did to the fruit!
1,38,Terror in the Sky,A Dream... or Is It?,Worker 2,I'm tellin' ya it was some kind of animal! A monstrocity!
1,38,Terror in the Sky,A Dream... or Is It?,Worker 2,With huge fangs and claws —look what it did to the fruit!
1,25,The Cape and Cowl Conspiracy,SRTIKE ONE,Wormrood,"Oh, I will. And once you have what you want you must tell me why... (""Baron"" hangs the phone) Well!"
1,25,The Cape and Cowl Conspiracy,THE INTERROGATOR,Wormwood,"Well; for a diplomatic courier, you're not very diplomatic, are you?"
1,25,The Cape and Cowl Conspiracy,THE INTERROGATOR,Wormwood,"Patience, patience. All your questions will be answered, dear boy if you'd simply follow the r... lights."
1,25,The Cape and Cowl Conspiracy,THE INTERROGATOR,Wormwood,"Now then, about that collection of bearer bonds you're supposed to transport; if you'll just tell me where I can find them, you might get out of here alive."
1,25,The Cape and Cowl Conspiracy,THE INTERROGATOR,Wormwood,Good call. Now hurry up! I hate it when people talk with their mouth full. Hahaha.
1,25,The Cape and Cowl Conspiracy,THE BARON'S REVENGE,Wormwood,"This better be important, Wacklaugh."
1,25,The Cape and Cowl Conspiracy,THE BARON'S REVENGE,Wormwood,"Hm. Humble the legendary Batman? I must admit it is an intriguing challenge, but I'm afraid I can't contain my curiosity. I must know, what do you want them for?"
1,25,The Cape and Cowl Conspiracy,THE BARON'S REVENGE,Wormwood,I don't know what you're talking about.
1,25,The Cape and Cowl Conspiracy,THE BARON'S REVENGE,Wormwood,"Alright. I'll get you the Batman's cape and cowl. That won't be difficult. He is only human, after all."
1,25,The Cape and Cowl Conspiracy,FIRST CONTACT,Wormwood,"Looking for someone, Batman? Sorry, you won't find me in there. However, you will find... a trap! -  Now then, you have aproximately one minute to save that young woman. But how remove her from jeopardy? If you simply surrender your cape and cowl. You can push it through the little opening at the base of the engine door. 30 seconds left, Batman. 15 seconds."
1,25,The Cape and Cowl Conspiracy,FIRST CONTACT,Wormwood,"1 second, Batman."
1,25,The Cape and Cowl Conspiracy,SRTIKE ONE,Wormwood,Ah... no... eh-- the first apparatus
1,25,The Cape and Cowl Conspiracy,SRTIKE ONE,Wormwood,Yes. He beat it.
1,25,The Cape and Cowl Conspiracy,SRTIKE ONE,Wormwood,"Only one. And this time, I shall put the man himself in jeopardy! I have a facility at DeLarue's Wax Museum that will serve our purposes nicely"
1,25,The Cape and Cowl Conspiracy,MUSEUM TRAP,Wormwood,"Over here, Batman. That's it. Come right here. Now, if I might call your attention to the panel sliding open along the ceiling. It's uncovering a 20.000 watts halogen bulb. I don't actually know how hot 20,000 watts make a room, but I do know it melts wax... And eventually it will melt you. - Of course, you can save yourself simply by giving me your cape and cowl. After all, it looks like ..... are covered with wax! Now hurries. I'll wait. Uh, very inventive! Do you suppose it would work? - Congratulations, but don't breathe to deeply, Batman! It seems that when you shattered the lamp, you triggered the release of a toxic nerve gas from a tank in the ceiling. Now, your cape and cowl, please?"
1,25,The Cape and Cowl Conspiracy,MUSEUM TRAP,Wormwood,"Ah, nothing like a breath of fresh air, eh, Batman? And now, your cape and cowl, please."
1,25,The Cape and Cowl Conspiracy,MUSEUM TRAP,Wormwood,"Actually, no. I wonder if you'd put those down neatly over here. By the light. - A second mask? Not as confident as we'd seem, eh, are we? Keep your silly identity! This are all I require."
1,25,The Cape and Cowl Conspiracy,THE CONSPIRACY,Wormwood,"Stop stalling, Josek. I got the goods. Have you got my certified check?"
1,25,The Cape and Cowl Conspiracy,THE CONSPIRACY,Wormwood,On one condition! Will you tell me why you wanted Batman's cape and cowl? Finally?
1,25,The Cape and Cowl Conspiracy,THE CONSPIRACY,Wormwood,"If you really want to know, an agent of the Kirian Emirates will get the bonds from a locker at Pan Europa Airways tomorrow... when I meet him there to give him this key. Now, what will you do with the cape and cowl?"
1,25,The Cape and Cowl Conspiracy,THE CONSPIRACY,Wormwood,You're not Josek! You were playing... playing me for a fool!
1,25,The Cape and Cowl Conspiracy,THE CONSPIRACY,Wormwood,It was you I was dealing with all along!
1,25,The Cape and Cowl Conspiracy,THE CONSPIRACY,Wormwood,"(reading the attached note) ""Confinement will speed your reform but long cold nights will be the norm so here's a thing to keep you warm.""? What the-- (Wormwood opens the package and finds Batman's cape and cowl)"
1,25,The Cape and Cowl Conspiracy,THE INTERROGATOR,Wormwood,"You've come to the right place, Mr. McWhirter. You won't be able to find me. Just follow the sound of my voice."
1,29,Night of the Ninja,ATTACKS,Yoru,The match is over. Kyodai is the victor.
1,29,Night of the Ninja,ATTACKS,Yoru,"There is always someone better, Kyodai Ken! Now apologize for your remark."
1,29,Night of the Ninja,PAST,Yoru,You practice as a man obsessed.
1,29,Night of the Ninja,PAST,Yoru,Everyone loses now and again.
1,29,Night of the Ninja,PAST,Yoru,Defeat can be more instructive than victory.
1,29,Night of the Ninja,SUMMER,Yoru,"Stop! You have dishonored the dojo, Kyodai! You no longer have any place here. Go!"
1,54,Day of the Samurai,THE RETURN,Yoru,"You cannot hide the warrior spirit behind your playboy image, Wayne-San. Kyodai Ken return from America in defeat."
1,54,Day of the Samurai,THE RETURN,Yoru,"So it is said. Perhaps, I thought, you might somehow enlist the aid of this 'Batman'. You know him, do you not?"
1,54,Day of the Samurai,OLD ENEMIES,Yoru,<<Translated from Japanese>> Yes. I understand. - (in English) That was Kyodai Ken.
1,54,Day of the Samurai,OLD ENEMIES,Yoru,Yes. In the Guramachi district. After dark. A bad part of town. A place of thieves and the Yakuza. A ninja would feel safe there.
1,54,Day of the Samurai,OLD ENEMIES,Yoru,"True. But I would know. You're familiar with the call of Bushido, Wayne-San. Ninja may lie and cheat, samurai cannot."
1,54,Day of the Samurai,FINAL QUEST,Yoru,"I wish it were so, Wayne-San, but there is a large part missing. The location of and directions on performing the O Unemori touch. I think the Batman is in grave danger."
1,54,Day of the Samurai,FINAL QUEST,Yoru,"I cannot tell you where the datal point lies, Wayne-San. I never allow myself to read the scroll for fear I might someday be tempted to use the forbidden knowledge."
1,54,Day of the Samurai,FINAL QUEST,Yoru,Yes. On a hand. An arm. A leg. Even a simple defensive block could mean doom.
1,54,Day of the Samurai,AFTERMATH,Yoru,"We all choose our own paths, Wayne-San! He walked a dark trail. It was not your responsibility. If you see Batman, tell him I have great respect for him."
1,54,Day of the Samurai,AFTERMATH,Yoru,"Not so. Batman offered to help his adversary, and a lesser man would have used the knowledge of the o-nemuri touch against his opponent. Batman is the essence of samurai, Wayne-San. You would do well to remember that."
1,49,Zatanna (episode),ZATANNA,Zatanna,"Ladies and gentlemen, it's time for magic! Good evening, Gotham. I'm Zatanna. Tonight, I can promise you a few surprises, a thrill or two along the way and with luck, a happy ending."
1,49,Zatanna (episode),ZATANNA,Zatanna,"Now, open your heart to magic and become a child again!"
1,49,Zatanna (episode),ZATARA,Zatanna,Yes!
1,49,Zatanna (episode),ZATARA,Zatanna,"Oh, hi daddy!"
1,49,Zatanna (episode),ZATARA,Zatanna,I thought you'd be finishing the tour with us.
1,49,Zatanna (episode),ZATARA,Zatanna,"Boy that's you! One big serious school boy. No time in your life for fun or magic. Here, pick a card. I'll tell your future."
1,49,Zatanna (episode),ZATARA,Zatanna,"Hmm, I see emotion, intensity... two of hearts."
1,49,Zatanna (episode),ZATARA,Zatanna,"Oh, it's a dumb trick anyway!"
1,49,Zatanna (episode),ZATARA,Zatanna,"You're the only one who ever calls me ""Zanna"". I really hate it. No goodbye hug? See, it's not so bad."
1,49,Zatanna (episode),ZATARA,Zatanna,"No, you won't."
1,49,Zatanna (episode),ZATARA,Zatanna,You can't. I lock your hand to the wall!
1,49,Zatanna (episode),ZATARA,Zatanna,"Looks like someone's missing their plane tomorrow! But hey, if you're any kind of escape artist, you'd be out of those cuffs and through the door by now.... (gasp) ...now you see him; now you don't."
1,49,Zatanna (episode),DISAPPEAR,Zatanna,"Thank you! You know, I have this little problem with money. Seems like it disappears before I even make it! And here to help me demonstrate, are Mister Irving Faucewater, Director of the Gotham Mint and noted magic debunker, Dr. Montague Kane. Welcome gentlemen."
1,49,Zatanna (episode),DISAPPEAR,Zatanna,"Whoa! Let me guess, first time on stage, Irv? Nothing like enthusiasm, right folks?"
1,49,Zatanna (episode),DISAPPEAR,Zatanna,"Just to clue you in, Monty here makes a living exposing magicians' secrets."
1,49,Zatanna (episode),DISAPPEAR,Zatanna,Uh-huh. And I've invited him here to find the secret of the feat I'm attempting tonight!
1,49,Zatanna (episode),DISAPPEAR,Zatanna,"Well kids, impossible is what I'm all about. Mr. Fauncewater, open the doors, please. Ten million dollars and the means to make it. Take a good look folks, cuz you know what they say about money... easy comes, easy goes!"
1,49,Zatanna (episode),DISAPPEAR,Zatanna,"Thank you, Monty. And now, just so Irv doesn't have a fit, I'll bring it back, good as new. Arva-decarba!"
1,49,Zatanna (episode),DISAPPEAR,Zatanna,"Where's the money, he says. It's right there, isn't it?"
1,49,Zatanna (episode),DISAPPEAR,Zatanna,"Now, take it easy, Irv, I'm sure there's a perfectly logical explanation!"
1,49,Zatanna (episode),DISAPPEAR,Zatanna,"Now, wait a minute!"
1,49,Zatanna (episode),DISAPPEAR,Zatanna,"Look, it's a trick- and illusion! I don't know what went wrong, but if we can all just calm down for a second..."
1,49,Zatanna (episode),RESCUE,Zatanna,This never happens to me in Vegas!
1,49,Zatanna (episode),RESCUE,Zatanna,Nice car.
1,49,Zatanna (episode),RESCUE,Zatanna,"You know, I didn't love the idea of spending the night in jail, but this does technically make me a fugitive. I believe I'm looking at some prison time, now."
1,49,Zatanna (episode),RESCUE,Zatanna,What do you care about some leggy dame in nylons? Or have I answered my own question?
1,49,Zatanna (episode),RESCUE,Zatanna,"No, no. I'm sorry. I'm having a bad day."
1,49,Zatanna (episode),INVESTIGATION,Zatanna,This place is surrounded by cops!
1,49,Zatanna (episode),INVESTIGATION,Zatanna,That's where the money was.
1,49,Zatanna (episode),INVESTIGATION,Zatanna,That would've been one mighty big piece of glass... or mirror!
1,49,Zatanna (episode),INVESTIGATION,Zatanna,"Oh sure, take all the mystery out of life!"
1,49,Zatanna (episode),INVESTIGATION,Zatanna,How did he get rid of a mirror that big?
1,49,Zatanna (episode),CLOSER,Zatanna,Only another magician would've known how to rig that trick!
1,49,Zatanna (episode),CLOSER,Zatanna,He's been ripping off illusionists for years. I thought I finally had a trick even he couldn't expose. Wrong.
1,49,Zatanna (episode),CLOSER,Zatanna,"Oh, no! Kane played me for a sap and I'll see him go down for it."
1,49,Zatanna (episode),CLOSER,Zatanna,"Me? Who's got time for a relationship when you're pulling rabbits out of a hat 52 weeks a year? Besides, somebody's gotta keep the old act going now that Dad's gone."
1,49,Zatanna (episode),CLOSER,Zatanna,Why?
1,49,Zatanna (episode),CLOSER,Zatanna,"Thanks. You know, I have the weirdest feeling that we've met before."
1,49,Zatanna (episode),TRAPPED,Zatanna,You're not gonna have a face when I'm done with you! Now you slimy... (gasp)
1,49,Zatanna (episode),TRAPPED,Zatanna,"Oh, I would hope so."
1,49,Zatanna (episode),TRAPPED,Zatanna,"I always did know how to make an exit. Unfortunately, so did Kane."
1,49,Zatanna (episode),DEBUNKED,Zatanna,"Ta-da! Oh, Monty, you fell for the second oldest trick in the book. And here's the first!"
1,49,Zatanna (episode),DEBUNKED,Zatanna,Scared? That makes two of us!
1,49,Zatanna (episode),DEBUNKED,Zatanna,Zanna?
1,49,Zatanna (episode),DEBUNKED,Zatanna,"Don't you know, a magician doesn't make the same trick twice!"
1,49,Zatanna (episode),REMEMBER,Zatanna,So... you never wrote.
1,49,Zatanna (episode),REMEMBER,Zatanna,"Hey, it's okay. I can see you've been busy. Just answer an old friend a question."
1,49,Zatanna (episode),REMEMBER,Zatanna,What happened that made you put this on?
1,49,Zatanna (episode),REMEMBER,Zatanna,"I'd say you're keeping that promise pretty well. And for what it's worth, Dad would have been proud of you tonight."
1,49,Zatanna (episode),REMEMBER,Zatanna,"John- I hate goodbyes too. Love, Zanna. P.S. Don't forget to write."
1,49,Zatanna (episode),ZATARA,Zatara,"Remember, concentration and control. Focus on them and you can master any escape. Go! - Congratulations! You've beaten your old time by six seconds!"
1,49,Zatanna (episode),ZATARA,Zatara,You've got the makings of a great magician. I'm sorry you're going to be moving on.
1,49,Zatanna (episode),ZATARA,Zatara,"But to what end? Three months ago you appear on my doorstep, with no interest in performing. And yet, dying to become an escape artist. And for some reason, I wound up teaching you secrets, I've never shown another magician."
1,49,Zatanna (episode),ZATARA,Zatara,"No. There was something inside you I had no right to deny. Something deep and painful. After all, I would be foolish to assume I was the only one with secrets, hey, ""John Smith""?"
1,49,Zatanna (episode),ZATARA,Zatara,"I'll miss you John, and so I trust will Zatanna."
1,49,Zatanna (episode),ZATARA,Zatara,"Goodnight, children."
1,50,Robin's Reckoning Part I,THE FLYING GRAYSONS,Zucco,"Hey, hey, fine! I've tried to be reasonable. You don't want my services? OK. But you're gonna wish you'd listened, old man. Oh, yeah, keep my number handy. You're gonna be calling Tony Zucco, and soon. (Zucco stumbles with Dick) Out of my way punk!"
1,50,Robin's Reckoning Part I,THE SEARCH,Zucco,"Smooth, uncle Arnie. Real smooth! Yeah, you sure suckered that pointy-eared freak. He won't be messing around here any--"
1,50,Robin's Reckoning Part I,THE SEARCH,Zucco,"Hey, c'mon! Stop already! We can handle the Batman."
1,50,Robin's Reckoning Part I,THE SEARCH,Zucco,"It's him! He's still here! -- Now I've got you, you lousy, stinking..."
1,52,Robin's Reckoning Part II,"FLASHBACK, PART II",Zucco,"The circus boy! My little material witness! What are you doing here? OW, why you...!"
1,52,Robin's Reckoning Part II,"FLASHBACK, PART II",Zucco,I was just about to leave town because of you! Looks like I'm gonna have a change in travel plans.
1,52,Robin's Reckoning Part II,"FLASHBACK, PART II",Zucco,Get away!
1,52,Robin's Reckoning Part II,"FLASHBACK, PART II",Zucco,So much for the Bat and the brat.
1,52,Robin's Reckoning Part II,FUGITIVE,Zucco,"Yeah, who is it? Hello? Hello!? Who's there? Augh! (Hangs the phone) I don't like it. You sure Batman didn't follow you?"
1,52,Robin's Reckoning Part II,FUGITIVE,Zucco,"Don't tell me what I have to worry about! I'm not back in town five minutes, five minutes, and he's on my tail. You don’t know the Bat. He don't let up. He's a dark angel of death, man, and he wants me."
1,52,Robin's Reckoning Part II,FUGITIVE,Zucco,How should I know? What's that?
1,52,Robin's Reckoning Part II,FUGITIVE,Zucco,Sshh! Listen.
1,52,Robin's Reckoning Part II,FUGITIVE,Zucco,Yeah. Rats.
1,52,Robin's Reckoning Part II,FUGITIVE,Zucco,"Mama... Hahaha. Aww, what's the matter, bats? You twist your knee? Looks like you could use a little protection about now... and protection is my racket! Nine years, creep. Nine years of looking over my shoulder! No more! I'm sending you straight to a bat box. Nooooo! - What are you dead beats standing around here for? Get out there! Now!"
1,52,Robin's Reckoning Part II,FUGITIVE,Zucco,Not far! You saw how he was limping! - Spread out!
1,52,Robin's Reckoning Part II,ROBIN'S RECKONING,Zucco,"Round and round we go, eh, Bats? Right over!"
1,52,Robin's Reckoning Part II,ROBIN'S RECKONING,Zucco,"Sorry, boys. It pays your money and you takes your chances. (Robin tackles him down, drags him across the pier and disarms him) I don't believe this!"
1,52,Robin's Reckoning Part II,ROBIN'S RECKONING,Zucco,"Issat so, birdie boy?"
1,52,Robin's Reckoning Part II,ROBIN'S RECKONING,Zucco,Keep away from me! - AH! No! Don't! Please...
1,1,The Cat and the Claw Part I,ENTER SELINA KYLE,,BRUCE PAUSES AND BLUSHES
1,1,The Cat and the Claw Part I,ENTER SELINA KYLE,,MACHINE GUN SHOTS ARE HEARD FROM OUTSIDE
1,1,The Cat and the Claw Part I,ENTER SELINA KYLE,,SHE TURNS AROUND AND BRUCE IS GONE
1,1,The Cat and the Claw Part I,THE DATE...,,THE BUZZER SOUNDS
1,1,The Cat and the Claw Part I,THE DATE...,,THERE IS A KNOCK AT THE DOOR
1,1,The Cat and the Claw Part I,THE DATE...,,BRUCE PICKS UP THE PHONE AND DIALS
1,1,The Cat and the Claw Part I,...AT MULTIGON,,SELINA MARCHES OFF. BRUCE FOLLOWS HER AND WAVES TO STERN.
1,1,The Cat and the Claw Part I,...AT MULTIGON,,STERN OPENS A SECRET DOOR AND...
1,1,The Cat and the Claw Part I,...AT MULTIGON,,MEANWHILE BRUCE TAKES SELINA AWAY
1,1,The Cat and the Claw Part I,THE INVESTIGATIONS,,AT MULTIGON
1,1,The Cat and the Claw Part I,THE ESCAPE,,CATWOMAN KISSES BATMAN AND HE PULLS CATWOMAN AWAY FROM HER KISS
1,1,The Cat and the Claw Part I,THE ESCAPE,,SELINA RETURNS HOME
1,2,On Leather Wings,A STREAK FLIES PAST THE BLIMP'S WINDOW.,,A STREAK FLIES PAST THE BLIMP'S WINDOW.
1,2,On Leather Wings,A STREAK FLIES PAST THE BLIMP'S WINDOW.,,"THE BLIMP APPEARS ABOVE THE CLOUDS, ALONE."
1,2,On Leather Wings,THEY SPOT BATMAN THROUGH THE WINDOW,,THEY SPOT BATMAN THROUGH THE WINDOW
